Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago,User
0.0,Sat Jun 09 08:01:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,298,CNN
0.2732,Sat Jun 09 07:46:00 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",299,CNN
0.0,Sat Jun 09 07:31:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,300,CNN
0.4939,Sat Jun 09 11:32:40 +0000 2018,0.656,0.107,0.238,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @dmakogon @kcunning Good on him screaming into his echo chamber of privileged tech bros. He knows wel… https://t.co/9bVtfvGF9S,301,Fox
0.4767,Sat Jun 09 10:36:55 +0000 2018,0.773,0.0,0.227,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@DanNutter_ @SiAdcock yep, I used to feel obliged/compelled/trapped in answering. these days it’s straight to archi… https://t.co/T0WXQHwHCU",302,Fox
-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.757,0.143,0.1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @alicegoldfuss: Since market supply of women in tech is low, I demand to be treated and priced like the artisanal, hand-crafted, locally…",303,Fox
0.4404,Fri Jun 08 19:36:53 +0000 2018,0.513,0.162,0.325,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @alicegoldfuss Basically 😂,304,Fox
-0.188,Fri Jun 08 19:35:39 +0000 2018,0.758,0.137,0.105,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @alicegoldfuss He’s been like this since I met him 6-7 years ago so I doubt anything will make him re… https://t.co/HiznWHg60v,305,Fox
-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.846,0.154,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @polotek: There is no hidden boogieman that's ruining diversity. It's just us. Me and you. So if I'm talking about changing things and y…,306,Fox
0.2732,Fri Jun 08 18:28:26 +0000 2018,0.804,0.07,0.126,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",A quote from today’s email following that scheme. Seems like underrepresented groups need air quotes. And pay inequ… https://t.co/LQFN3dfChW,307,Fox
0.0,Fri Jun 08 18:23:36 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anatomy 80% of emails I get from men I don’t know with more or less ambiguous subjects (like “hi”):

1) I have read… https://t.co/fGlw52IhwC",308,Fox
0.0,Fri Jun 08 16:54:52 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@cabel This is an intervention Cabel,309,Fox
-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.476,0.289,0.235,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Candice_MMorgan: Please, please be responsible in reporting these tragic losses. For those struggling, and for the survivors reliving p…",310,Fox
0.128,Fri Jun 08 13:00:15 +0000 2018,0.756,0.096,0.148,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @laurenduca: Reach out to someone you care about who might be struggling today. Remind them that they have a place in your heart. Ask ho…,311,Fox
0.4196,Fri Jun 08 12:43:15 +0000 2018,0.642,0.103,0.255,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@ohhoe I mean, white men are never wrong so it’s obviously misinterpreted and we live in a meritocracy.

(also, yeah, a known offender.)",312,Fox
0.6908,Fri Jun 08 12:14:07 +0000 2018,0.711,0.0,0.289,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @presentcorrect: 'Your body is not a temple, it's an amusement park. Enjoy the ride.” 

Anthony Bourdain",313,Fox
-0.4215,Fri Jun 08 12:07:07 +0000 2018,0.783,0.136,0.081,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @abcnews: @CNN If you or anyone you know needs help:
Lifeline on 13 11 14
Suicide Call Back Service on 1300 659 467
Beyond Blue on 1300…",314,Fox
-0.6124,Fri Jun 08 11:43:32 +0000 2018,0.792,0.208,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[cw: suicide]

Just a few days after news about Kate Spade broke, Anthony Bourdain is no longer with us. I will kee… https://t.co/QDWnf7l2rA",315,Fox
0.8519,Fri Jun 08 10:43:28 +0000 2018,0.505,0.101,0.394,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @soniagupta504: I wish people celebrated Blackness the way they celebrate LGBTQ pride, or women's issues. It seems insulting at this poi…",316,Fox
0.7964,Fri Jun 08 10:23:54 +0000 2018,0.664,0.0,0.336,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A short and sweet intro to `position: sticky`, a great alternative to JavaScript-reliant parallaxes that often lead… https://t.co/9qncwTQ5wa",317,Fox
0.7845,Fri Jun 08 10:14:06 +0000 2018,0.576,0.07,0.354,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jstn hope you get some rest and peace of mind. I know how debilitating anxiety can be. 

💖",318,Fox
0.6588,Fri Jun 08 09:09:38 +0000 2018,0.774,0.0,0.226,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Awesome work on Code of Conduct and publicising a response guide by @DjangoConEurope team! 👏

https://t.co/Qon2YBixIU",319,Fox
0.0,Fri Jun 08 08:57:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Doing some writing in this setting today. 🙌🏻 https://t.co/4WQQ0sjF2Z,320,Fox
0.4939,Sat Jun 09 11:32:40 +0000 2018,0.656,0.107,0.238,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @dmakogon @kcunning Good on him screaming into his echo chamber of privileged tech bros. He knows wel… https://t.co/9bVtfvGF9S,321,Fox
0.4767,Sat Jun 09 10:36:55 +0000 2018,0.773,0.0,0.227,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@DanNutter_ @SiAdcock yep, I used to feel obliged/compelled/trapped in answering. these days it’s straight to archi… https://t.co/T0WXQHwHCU",322,Fox
-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.757,0.143,0.1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @alicegoldfuss: Since market supply of women in tech is low, I demand to be treated and priced like the artisanal, hand-crafted, locally…",323,Fox
0.4404,Fri Jun 08 19:36:53 +0000 2018,0.513,0.162,0.325,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @alicegoldfuss Basically 😂,324,Fox
-0.188,Fri Jun 08 19:35:39 +0000 2018,0.758,0.137,0.105,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@justkelly_ok @alicegoldfuss He’s been like this since I met him 6-7 years ago so I doubt anything will make him re… https://t.co/HiznWHg60v,325,Fox
-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.846,0.154,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @polotek: There is no hidden boogieman that's ruining diversity. It's just us. Me and you. So if I'm talking about changing things and y…,326,Fox
0.2732,Fri Jun 08 18:28:26 +0000 2018,0.804,0.07,0.126,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",A quote from today’s email following that scheme. Seems like underrepresented groups need air quotes. And pay inequ… https://t.co/LQFN3dfChW,327,Fox
0.0,Fri Jun 08 18:23:36 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anatomy 80% of emails I get from men I don’t know with more or less ambiguous subjects (like “hi”):

1) I have read… https://t.co/fGlw52IhwC",328,Fox
0.0,Fri Jun 08 16:54:52 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@cabel This is an intervention Cabel,329,Fox
-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.476,0.289,0.235,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Candice_MMorgan: Please, please be responsible in reporting these tragic losses. For those struggling, and for the survivors reliving p…",330,Fox
0.128,Fri Jun 08 13:00:15 +0000 2018,0.756,0.096,0.148,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @laurenduca: Reach out to someone you care about who might be struggling today. Remind them that they have a place in your heart. Ask ho…,331,Fox
0.4196,Fri Jun 08 12:43:15 +0000 2018,0.642,0.103,0.255,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@ohhoe I mean, white men are never wrong so it’s obviously misinterpreted and we live in a meritocracy.

(also, yeah, a known offender.)",332,Fox
0.6908,Fri Jun 08 12:14:07 +0000 2018,0.711,0.0,0.289,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @presentcorrect: 'Your body is not a temple, it's an amusement park. Enjoy the ride.” 

Anthony Bourdain",333,Fox
-0.4215,Fri Jun 08 12:07:07 +0000 2018,0.783,0.136,0.081,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @abcnews: @CNN If you or anyone you know needs help:
Lifeline on 13 11 14
Suicide Call Back Service on 1300 659 467
Beyond Blue on 1300…",334,Fox
-0.6124,Fri Jun 08 11:43:32 +0000 2018,0.792,0.208,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[cw: suicide]

Just a few days after news about Kate Spade broke, Anthony Bourdain is no longer with us. I will kee… https://t.co/QDWnf7l2rA",335,Fox
0.8519,Fri Jun 08 10:43:28 +0000 2018,0.505,0.101,0.394,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @soniagupta504: I wish people celebrated Blackness the way they celebrate LGBTQ pride, or women's issues. It seems insulting at this poi…",336,Fox
0.7964,Fri Jun 08 10:23:54 +0000 2018,0.664,0.0,0.336,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A short and sweet intro to `position: sticky`, a great alternative to JavaScript-reliant parallaxes that often lead… https://t.co/9qncwTQ5wa",337,Fox
0.7845,Fri Jun 08 10:14:06 +0000 2018,0.576,0.07,0.354,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jstn hope you get some rest and peace of mind. I know how debilitating anxiety can be. 

💖",338,Fox
0.6588,Fri Jun 08 09:09:38 +0000 2018,0.774,0.0,0.226,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Awesome work on Code of Conduct and publicising a response guide by @DjangoConEurope team! 👏

https://t.co/Qon2YBixIU",339,Fox
0.0,Fri Jun 08 08:57:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Doing some writing in this setting today. 🙌🏻 https://t.co/4WQQ0sjF2Z,340,Fox
0.5423,Fri Jun 08 08:48:59 +0000 2018,0.836,0.0,0.164,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @stephhippo: There is way more to your life and abilities than GitHub squares. 

Like did you know there are dogs and mountains and bake…",341,Fox
0.2235,Fri Jun 08 07:55:05 +0000 2018,0.841,0.0,0.159,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jennschiffer not missing much other than tone-deaf comments, really 🤷‍♀️",342,Fox
0.0,Fri Jun 08 07:53:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","There are some exceptional engineers with plenty of public contributions. But, there are also numerous developers w… https://t.co/3V6Aqt7AXr",343,Fox
0.5106,Fri Jun 08 07:49:23 +0000 2018,0.777,0.0,0.223,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I even wrote about this 3 years ago. Prioritising contribution numbers pushes us to engage in impression management… https://t.co/bgiQdBqgsE,344,Fox
0.0,Fri Jun 08 07:45:35 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I have done a bit of Open Source in my time as I was led to believe it was necessary for my career. It gave me very… https://t.co/ykiMkb9Ofg,345,Fox
0.2263,Fri Jun 08 07:42:56 +0000 2018,0.905,0.0,0.095,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Underrepresented groups earn 20%+ less than men and have to overperform to prove their worth. Holding traditional r… https://t.co/QgM7mHgCz9,346,Fox
0.7351,Fri Jun 08 07:40:05 +0000 2018,0.547,0.105,0.348,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with… https://t.co/3dOm1ZQrOk,347,Fox
0.34,Thu Jun 07 20:51:50 +0000 2018,0.906,0.0,0.094,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @cczona: Time for me to move forward to a new job, and new adventures, in developer relations or open source advocacy. Preference for Sa…",348,Fox
0.0,Thu Jun 07 16:00:57 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@dinosaur_js so.. not keynote speakers aren’t getting announced? not very inclusive.,349,Fox
0.0,Thu Jun 07 15:28:08 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Work doesn’t define you. Company valuation or social credibility shouldn’t be a marker of skill either.,350,Fox
0.0,Thu Jun 07 15:22:34 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",As someone from Eastern Europe who has never worked for a “recognizable startup” before I can attest I was met with… https://t.co/1CDIy8LuA0,351,Fox
0.0,Thu Jun 07 15:17:56 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",💯 https://t.co/n1SWxe2qby,352,Fox
0.4019,Thu Jun 07 10:10:04 +0000 2018,0.863,0.0,0.137,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@ohhoe I would definitely suggest seeing a physio for starters (if there’s a lot of pain). They usually do targeted… https://t.co/WCxx8UGXtn,353,Fox
0.7845,Thu Jun 07 10:05:42 +0000 2018,0.699,0.0,0.301,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ohhoe I had a lot of success with doing back+core strengthening exercises; a lot of ab work, handstands, etc. Afte… https://t.co/peNBvsbNnM",354,Fox
0.0,Thu Jun 07 09:23:57 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@glenmaddern photos man,355,Fox
-0.4003,Thu Jun 07 09:15:51 +0000 2018,0.706,0.2,0.094,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I keep hearing that I’m calling out exclusion for personal gains and marketing (?!) as if it didn’t cause severe an… https://t.co/bX1IQ3uKcl,356,Fox
0.6996,Thu Jun 07 08:22:31 +0000 2018,0.509,0.0,0.491,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@nickfrancis haha, that is correct. thank you! 🎉👯",357,Fox
-0.296,Wed Jun 06 18:46:56 +0000 2018,0.833,0.167,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @janaboruta: If you don’t advocate for yourself no one else will.,358,Fox
0.0,Wed Jun 06 17:45:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @amyngyn: I use the term ""social capital"" a lot, and most URMs know exactly what I mean. ""I can't afford to comment on this one because…",359,Fox
0.8225,Wed Jun 06 17:41:25 +0000 2018,0.602,0.0,0.398,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Curious how many people who follow me live in Boston. Raise your hands, friends. 👋",360,Fox
-0.1786,Wed Jun 06 15:13:27 +0000 2018,0.918,0.082,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",It’s not a good look if a conference pledging inclusion doesn’t reply to my email thanking for an invitation but re… https://t.co/a7hosMK8i3,361,Fox
0.5574,Wed Jun 06 14:16:06 +0000 2018,0.66,0.0,0.34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@serverhorror stigmatising mental health issues isn’t a ""positive word"".",362,Fox
0.0,Wed Jun 06 13:25:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Speaking of language and pointing out toxic cultures, „crazy” is an ableist term.

https://t.co/kTxqSHvPMe… https://t.co/ceQIDvqcV1",363,Fox
0.1779,Wed Jun 06 09:05:55 +0000 2018,0.761,0.107,0.131,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @rakyll: Tech leadership is broken. Most people think the goal is to win a debate. Tech leadership should be about enabling others to de…,364,Fox
0.802,Tue Jun 05 19:13:37 +0000 2018,0.563,0.099,0.338,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Not mentioning that culturally, GitHub has been troubled for years. It will be great to see some strong, mature lea… https://t.co/PcKVhvpibV",365,Fox
-0.1027,Tue Jun 05 19:11:52 +0000 2018,0.66,0.194,0.146,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",I love the snarky developer outcry on how GitHub lost its independence in the process of being acquired as if the $… https://t.co/g4uFmjS3aN,366,Fox
0.8176,Tue Jun 05 17:31:12 +0000 2018,0.702,0.0,0.298,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Thank you for an amazing time as always, Berlin. Another @CSSconfeu and @jsconfeu in the books. 

💖 to all the love… https://t.co/1eq19chHHM",367,Fox
0.807,Tue Jun 05 16:52:51 +0000 2018,0.767,0.0,0.233,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kittenwithawhip: If you're in a good place to do so, today would be an especially great day to ask someone how they're doing and let th…",368,Fox
0.6486,Tue Jun 05 16:38:58 +0000 2018,0.83,0.0,0.17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Not a lot of people know about this, but anyone on Medicare in Australia can be eligible for Mental Health Care Pla… https://t.co/PExquk2XBd",369,Fox
0.1531,Tue Jun 05 16:37:53 +0000 2018,0.629,0.175,0.195,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mental health care is crucial. There is no shame in seeking help. Talk to someone before it’s too late. ❤️ 

Austra… https://t.co/t4KD1EwPe4",370,Fox
0.4199,Tue Jun 05 09:21:52 +0000 2018,0.589,0.0,0.411,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",@Si thank you! 🌸,371,Fox
-0.1027,Tue Jun 05 08:30:23 +0000 2018,0.799,0.108,0.094,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BusiMkhumbuzi: White women are far worse than white men. At least with white men you know you’re being seen and engaged as someone who…,372,Fox
0.5413,Mon Jun 04 19:54:12 +0000 2018,0.845,0.0,0.155,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The most exciting WWDC announcement is the new iOS 12 feature set for reducing screen time and notifications. More… https://t.co/iIGXWTc8R8,373,Fox
0.296,Mon Jun 04 19:40:53 +0000 2018,0.885,0.0,0.115,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","As I work on Inclusive Events, a resource for community leaders and event organisers, I’ve decided to share a chapt… https://t.co/cLslEnCDsB",374,Fox
0.3612,Mon Jun 04 19:29:51 +0000 2018,0.872,0.0,0.128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @sodevious: ""Marginalized is about treatment. 
Privilege is about access. 
Diversity is about variety.
Inclusion is about experience.""…",375,Fox
0.3182,Mon Jun 04 16:38:18 +0000 2018,0.669,0.141,0.19,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @nkkl: *smart, talented people leave GH because of sexism and hostile work environment*
Tech community: This is fine.

*uncool company w…",376,Fox
0.508,Sun Jun 03 13:35:22 +0000 2018,0.853,0.0,0.147,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @FINOkoye: Yes!! 👏🏾👏🏾 As someone who followed a very similar path (scholarship ticket 2016; watched online/via twitter 2017; speaker 201…,377,Fox
0.4019,Sun Jun 03 13:27:20 +0000 2018,0.891,0.0,0.109,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @taravancil: “Technology is not neutral. It encodes a set of values and as a political system it encodes a set of rights” -@pfrazee at #…,378,Fox
0.7184,Sun Jun 03 12:45:30 +0000 2018,0.769,0.0,0.231,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",Speaking truth to power. An excellent talk on design decision making and responsibility by @FINOkoye.  👏🏻 #jsconfeu https://t.co/0ybuSyGwyj,379,Fox
-0.0276,Sun Jun 03 12:37:49 +0000 2018,0.718,0.144,0.139,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","So glad to see @the_patima cover the topic of burnout, self-care and unhealthy overperformance cultivated by the te… https://t.co/HblzPyWYIe",380,Fox
0.6369,Sun Jun 03 12:30:49 +0000 2018,0.833,0.0,0.167,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Best talks I’ve seen at #jsconfeu were given by women, and even more so, women of color. ✊🏾",381,Fox
0.0,Sun Jun 03 10:40:49 +0000 2018,1.0,0.0,0.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Aussie team at #jsconfeu represents. 🇦🇺

https://t.co/hQnRLioQVF",382,Fox
-0.2732,Sun Jun 03 10:08:05 +0000 2018,0.823,0.113,0.065,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @veernacular: “white men, if you’re feeling uncomfortable right now, [then you’re only experiencing a tiny amount of what i do every day…",383,Fox
0.3612,Sun Jun 03 07:30:16 +0000 2018,0.865,0.0,0.135,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",I cannot overstate how incredible leader @KimCrayton1  is. It was a privilege to see her on #jsconfeu stage. #causeascene,384,Fox
0.0772,Sat Jun 02 09:04:02 +0000 2018,0.942,0.0,0.058,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I’m at #jsconfeu for the next two days. Come say hi if you want to talk about web performance, community organizing… https://t.co/NzjfcJfR0d",385,Fox
0.0,Sat Jun 02 09:02:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",RT @misprintedtype: That opening... 😍😍😍 #jsconfeu https://t.co/oyfL5dHfPI,386,Fox
0.5023,Sat Jun 02 08:25:55 +0000 2018,0.847,0.0,0.153,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@SandraPersing I don’t have any stickers to trade, but I feel like the fox one is very appropriate for me 😂🙏🏻",387,Fox
0.0,Sat Jun 02 08:16:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",Another example of a stellar production @jsconfeu is. https://t.co/9olYAicTDg,388,Fox
0.0,Sat Jun 02 08:12:30 +0000 2018,1.0,0.0,0.0,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",RT @bibydigital: 💘 @jsconfeu https://t.co/fovdb64tls,389,Fox
0.6817,Sat Jun 02 07:57:38 +0000 2018,0.603,0.0,0.397,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",RT @jsconfeu: WELCOME TO JSCONF EU 2018!!! https://t.co/N8gFgOoICg,390,Fox
0.4201,Sat Jun 02 06:40:51 +0000 2018,0.843,0.0,0.157,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@sehurlburt I totally agree, I’ve had these rules for a long time now. I wrote about it too. https://t.co/xD4DYDlSQL",391,Fox
0.0258,Sat Jun 02 06:33:43 +0000 2018,0.731,0.155,0.114,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",If I got asked if I’m technical one more time at any event I swear there will be no mercy. https://t.co/qTVg2DnGYK,392,Fox
0.1139,Sat Jun 02 06:19:12 +0000 2018,0.9,0.0,0.1,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Currently watching the #jsconfeu opening rehearsal and what can I say…

Do
Not
Miss
This.",393,Fox
0.5574,Sat Jun 02 06:05:34 +0000 2018,0.816,0.0,0.184,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Another @CSSconfeu on the cards. Fantastic work by @kriesse, @rtrospekt and dozens of volunteers.

Unchangeably, th… https://t.co/0qdL5MQR6q",394,Fox
0.8513,Fri Jun 01 08:58:09 +0000 2018,0.611,0.061,0.328,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@jackiebackwards thank you for the tweet quote in your slides 😂 

I really enjoyed your talk! A refreshing look on… https://t.co/9VxunPHA3d",395,Fox
0.8442,Thu May 31 15:51:08 +0000 2018,0.637,0.0,0.363,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I’m happy products like @TransferWise pop up to truly disrupt banking. I’ve just transferred some funds with a $350… https://t.co/myErV7CYC3,396,Fox
0.3612,Thu May 31 14:23:46 +0000 2018,0.894,0.0,0.106,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KimCrayton1: I'd like to announce @patriciarealini as the 1st confirmed speaker for @causeasceneconf Berlin June 4th

If you are from a…",397,Fox
0.4199,Thu May 31 12:46:11 +0000 2018,0.859,0.0,0.141,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@borisschapira Thank you!

In some cases, possibly. Hosting in resorts or further from major transport hubs increas… https://t.co/xTmZPkJrO1",398,Fox
-0.1027,Thu May 31 10:49:36 +0000 2018,0.935,0.065,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Katrina_HRM: The more often a woman said that she prioritizes home/family over work, the larger the controlled gender pay gap becomes,…",399,Fox
0.891,Thu May 31 10:27:28 +0000 2018,0.642,0.0,0.358,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @melkargi: I love you @sarahcuda. Love 💖

""Silicon Valley is not data-driven' it is all about 'pattern-recognition'. Data shows us women…",400,Fox
